sent_1	positive_1	subsequence_1	sent_2	positive_2	subsequence_2	label
physical events must look the same to all observers	False	True	it is not considered to belong to some country at the moment	True	True	neutral
none have notable higher magnitudes than the other	False	True	the British destroy his army	True	True	neutral
Right then , Gautama knew that nothing can stop people from being born , becoming old , getting sick , and dying .	False	False	He could tell her that he loved her	True	True	neutral
Saddam ever had any ties	False	True	Corrosion can occur without oxygen	True	True	neutral
He never could tell her that he loved her , and now she was dead .	False	False	that have smell	True	True	neutral
They are different from earthquakes followed by a series of aftershocks by the fact that no single earthquake in the sequence is obviously the main shock , therefore none have notable higher magnitudes than the other .	False	False	he let the British destroy his army	True	True	neutral
Because the four color theorem is true , this is always possible ; however , because the person drawing the map is focused on the one large region , they fail to notice that the remaining regions can in fact be colored with three colors .	False	False	After the HIV in a person has MDR HIV there may be more medicines to treat them .	True	True	neutral
He was allowed to marry Natalia after years of engagement during which the Russian Orthodox Church did not want them to be married .	False	False	the painting should return to Spain until it was a democracy again	True	True	neutral
Applications that depend on libraries installed by IE will fail to function , or have unexpected behaviors .	False	False	people generally do expect it	True	True	neutral
"However none of these albums sold as well as their first , "" Dookie "" ."	False	False	that have colour	True	True	neutral
is known	False	True	the snow in an area does all melt in summer	True	True	neutral
In Europe this cheese is usually not treated chemically , so it might change in consistency or color .	False	False	the snow in an area does all melt in summer	True	True	neutral
"In his "" Philosophical Investigations "" , Wittgenstein demonstrated that the elements ( parts ) of games , such as play , rules , and competition , all fail to correctly define what games are ."	False	False	it is considered to belong to some country at the moment	True	True	neutral
A cat is locked up in a steel chamber , along with the following device ( which must be secured against direct interference by the cat ) : in a Geiger counter , there is a tiny bit of radioactive substance , so small , that perhaps in the course of the hour one of the atoms decays , but also , with equal probability , perhaps none ; if it happens , the counter tube discharges and through a relay releases a hammer that shatters a small flask of hydrocyanic acid .	False	False	Overall , Washington did not win many battles , but he let the British destroy his army .	True	True	neutral
Nudity in public places is rare	False	True	the painting should return to Spain until it was a democracy again	True	True	neutral
A list of the 50 most common words in English has no words longer than six letters , and more than half have no more than three letters .	False	False	He could tell her that he loved her , and now she was dead .	True	True	neutral
If the Speaker decides to stand for re-election he is automatically elected , without a contest .	False	False	more than half have more than three letters	True	True	neutral
This sequence never ends : it starts with 2 , 4 , 6 , and so on , and you can always keep on naming even numbers .	False	False	they have suffering	True	True	neutral
Whedon said that nothing has changed in the future .	False	False	No one helped him with the harvest	True	True	neutral
the next climbers would reach the summit	False	True	A list of the 50 most common words in English has words longer than six letters , and more than half have more than three letters .	True	True	neutral
It does not matter to them , because they swallow the fish whole , without chewing .	False	False	A glacier forms because the snow in an area does all melt in summer .	True	True	neutral
Also , he moved Stalin 's grave to a place where people could not see it .	False	False	Aher change is that some new letters were invented for sounds in Greek but in the Phoenician language .	True	True	neutral
The ancient Greek philosopher Epicurus said that people feel the most pleasure possible when they have no suffering .	False	False	Saddam had some ties	True	True	neutral
it starts with 2 , 4 , 6 , and so on , and you can always keep on naming even numbers	False	True	It does matter to them , because they swallow the fish whole , without chewing .	True	True	neutral
While Voldemort has these Horcruxes , nobody can kill him .	False	False	In Europe this cheese is usually treated chemically	True	True	neutral
This is usually a collection of software tools that allow the construction of websites without manual code editing .	False	False	Saddam had some ties	True	True	neutral
No one helped him with the harvest , no one worked in his stables or his house .	False	False				neutral
To this day , no one is sure whether or not Mallory and Irvine made it to the summit before dying , 29 years before the next climbers would reach the summit .	False	False				neutral
They are different from earthquakes followed by a series of aftershocks by the fact that no single earthquake in the sequence is obviously the main shock , therefore none have notable higher magnitudes than the other .	False	False				neutral
Afterwards , North Korea was friendly with China and Russia but never was formally allied with either and became more isolated over time .	False	False				neutral
the British destroy his army	False	True				neutral
people could not see it	False	True				neutral
It does not matter to them , because they swallow the fish whole , without chewing .	False	False				neutral
"People who can read and write are called "" literate "" ; those who can not are called "" illiterate "" ."	False	False				neutral
The war had destroyed their dreams and had given them nothing to replace those dreams .	False	False				neutral
more than half have no more than three letters	False	True				neutral
they have no suffering	False	True				neutral
""" An harm ye none , do what ye will "" is the very basic Wiccan Rede , which means , "" "" Do what you want to do , but do not harm anything in the process "" ."	False	False				neutral
there is no evidence Saddam ever had any ties	False	True				neutral
None of these have been confirmed so far .	False	False				neutral
Nobody really knows why they wanted to move .	False	False				neutral
Likewise Teej is also a very popular Hindu festivals where ladies fast without water for their husband 's long life and also enjoy by singing folk songs and dancing .	False	False				neutral
All these elements are gases that have no colour and no smell .	False	False				neutral
If the criminals die , the cowboys get nothing .	False	False				neutral
Negotiations for a unified island have been held several times without success .	False	False				neutral
A glacier forms because the snow in an area does all melt in summer .	True	True	you can always keep on naming even numbers	False	True	neutral
Overall , Washington did win many battles , but he never let the British destroy his army .	True	True	Multicellular organisms , especially long-living animals , also face the challenge of cancer , which occurs when cells fail to regulate their growth within the normal program of development .	False	False	neutral
the snow in an area does all melt in summer	True	True	Also , he moved Stalin 's grave to a place where people could not see it .	False	False	neutral
some new letters were invented in the Phoenician language	True	True	Right then , Gautama knew that nothing can stop people from being born , becoming old , getting sick , and dying .	False	False	neutral
Afterwards , North Korea was friendly with China and Russia but was formally allied with and became more isolated over time .	True	True	"However none of these albums sold as well as their first , "" Dookie "" ."	False	False	neutral
Corrosion can occur without oxygen .	True	True	However at that time , nobody knew him , but his raps were thought of being very good .	False	False	neutral
the British destroy his army	True	True	"The change may have been made to appease Catholics who could not accept the monarch as "" Head of the Church "" , seeing the church as the Pope 's domain , or it may have been made because Elizabeth was a woman ."	False	False	neutral
No one helped him with the harvest , one worked in his stables or his house .	True	True	The federal government and many states fail to increase their gasoline taxes over time with inflation .	False	False	neutral
A list of the 50 most common words in English has words longer than six letters	True	True	While Voldemort has these Horcruxes , nobody can kill him .	False	False	neutral
Also , he moved Stalin 's grave to a place where people could see it .	True	True	It does not matter to them , because they swallow the fish whole , without chewing .	False	False	neutral
single earthquake in the sequence is obviously the main shock	True	True	"Galileo had already established the principle of relativity , which said that physical events must look the same to all observers , and no observer has the "" right "" way to look at the things studied by physics ."	False	False	neutral
more than half have more than three letters	True	True	"The change may have been made to appease Catholics who could not accept the monarch as ` ` Head of the Church "" , seeing the church as the Pope 's domain , or it may have been made because Elizabeth was a woman ."	False	True	neutral
it is considered to belong to some country at the moment	True	True	They were killed and eaten by sailors until there was none left .	False	False	neutral
the Russian Orthodox Church did want them to be married	True	True	it may have been made because Elizabeth was a woman	False	True	neutral
Overall , Washington did not win many battles , but he let the British destroy his army .	True	True	With about 25,000 known species , they are the largest phylum of animals without a body cavity .	False	False	neutral
it was a democracy again	True	True	Negotiations for a unified island have been held several times without success .	False	False	neutral
single earthquake in the sequence is obviously the main shock	True	True	The orbits of the planets are ellipses , with the sun at one focus and nothing at the other .	False	False	neutral
To this day , one is sure whether or t Mallory and Irvine made it to the summit before dying , 29 years before the next climbers would reach the summit .	True	True	Likewise Teej is also a very popular Hindu festivals where ladies fast without water for their husband 's long life and also enjoy by singing folk songs and dancing .	False	False	neutral
That has been proven and there is no evidence Saddam ever had any ties .	True	True	Britten’s homosexuality ( which was something that was never discussed in his lifetime ) may have something to do with this .	False	False	neutral
All these elements are gases that have colour and smell .	True	True	If the criminals die , the cowboys get nothing .	False	False	neutral
North Korea was formally allied with	True	True	now she was dead	False	True	neutral
Overall , Washington did win many battles	True	True	Another change is that some new letters were invented for sounds in Greek but not in the Phoenician language .	False	False	neutral
they have suffering	True	True	No one helped him with the harvest , no one worked in his stables or his house .	False	False	neutral
A list of the 50 most common words in English has words longer than six letters	True	True	none have notable higher magnitudes than the other	False	True	neutral
the Russian Orthodox Church did want them to be married	True	True	they have no suffering	False	True	neutral
The rules in Esperanto change and can always be applied in the same way .	True	True	None of these have been confirmed so far .	False	False	neutral
This sequence ends	True	True	Corrosion can not occur without oxygen .	False	False	neutral
He could tell her that he loved her , and now she was dead .	True	True	Nudity in public places is rare , and people generally do not expect it .	False	False	neutral
Because it is t considered to belong to some country at the moment , the city has embassies .	True	True	Pluto taught many kids lessons such as sharing , not to have jealousy , and many others .	False	False	neutral
Because it is not considered to belong to some country at the moment , the city has embassies	True	True	The rules in Esperanto never change and can always be applied in the same way .	False	False	neutral
people generally do expect it	True	True	Apparently the Greek playwrights never used more than three actors .	False	False	neutral
Some unicellular species use only external energy sources and have limited or photosynthetic parts .	True	True	Nobody wanted it to be taken apart .	False	False	neutral
them to be married	True	True	"observer has the ` ` right "" way to look at the things studied by physics"	False	True	neutral
In Europe this cheese is usually treated chemically	True	True	"Once set , the anchor can come free and fail to "" reset "" on its own ."	False	False	neutral
there is written history	True	True	"In the female fig trees , the male flower parts fail to develop ; they produce the "" edible figs "" ."	False	False	neutral
they swallow the fish whole , without chewing	True	True	Some unicellular species use only external energy sources and have limited or no photosynthetic parts .	False	False	neutral
people generally do expect it	True	True	he never let the British destroy his army	False	True	neutral
No one helped him with the harvest	True	True	A button must still be pushed manually to trigger the shock , as the operator beforehand must be certain that nobody is touching the patient .	False	False	neutral
more than half have more than three letters	True	True	"People who can read and write are called "" literate "" ; those who can not are called "" illiterate "" ."	False	False	neutral
It does matter to them , because they swallow the fish whole , without chewing .	True	True	"In his "" Philosophical Investigations "" , Wittgenstein demonstrated that the elements ( parts ) of games , such as play , rules , and competition , all fail to correctly define what games are ."	False	False	neutral
Washington did win many battles	True	True	No one helped him with the harvest	False	True	neutral
he loved her	True	True	there is no written history	False	True	neutral
the painting should return to Spain until it was a democracy again	True	True	Overall , Washington did not win many battles	False	True	neutral
That has never been proven and there is evidence Saddam had some ties .	True	True	After the HIV in a person has MDR-HIV there may be no more medicines to treat them .	False	False	neutral
After the HIV in a person has MDR HIV there may be more medicines to treat them .	True	True	there is no evidence Saddam ever had any ties	False	True	neutral
it is not considered to belong to some country at the moment	True	True	Archaeologists study every civilization that is known , especially the ones where there is no written history .	False	False	neutral
He could tell her that he loved her	True	True	it might change in consistency or color	False	True	neutral
some new letters were invented for sounds in Greek but in the Phoenician language	True	True	the British destroy his army	False	True	neutral
Nudity in public places is rare , and people generally do expect it .	True	True	To this day , no one is sure whether or not Mallory and Irvine made it to the summit before dying , 29 years before the next climbers would reach the summit .	False	False	neutral
the painting should return to Spain until it was a democracy again	True	True	Nothing was changed and their resistance seemed to be useless .	False	False	neutral
Saddam had some ties	True	True	Some people in government think nothing should change .	False	False	neutral
Mallory and Irvine made it to the summit before dying	True	True	The ancient Greek philosopher Epicurus said that people feel the most pleasure possible when they have no suffering .	False	False	neutral
No one helped him with the harvest , one worked in his stables or his house .	True	True	In Europe this cheese is usually not treated chemically , so it might change in consistency or color .	False	False	neutral
people feel the most pleasure possible when they have suffering	True	True	That has never been proven and there is no evidence Saddam ever had any ties .	False	False	neutral
that was discussed in his lifetime	True	True	Potential infinity is a process that never stops .	False	False	neutral
it is not considered to belong to some country at the moment	True	True	more than half have no more than three letters	False	True	neutral
the snow in an area does all melt in summer	True	True	The war had destroyed their dreams and had given them nothing to replace those dreams .	False	False	neutral
This sequence ends : it starts with 2 , 4 , 6 , and so on , and you can always keep on naming even numbers .	True	True	The conspirators learned of the letter the following day , but decided to go ahead with their plan , especially after Fawkes inspected the undercroft and found that nothing had been touched .	False	False	neutral
Some unicellular species have photosynthetic parts	True	True	In February 2014 , Belgium became the first country in the world to legalize euthanasia without any age limits .	False	False	neutral
there is evidence Saddam had some ties	True	True	He never could tell her that he loved her , and now she was dead .	False	False	neutral
The ancient Greek philosopher Epicurus said that people feel the most pleasure possible when they have suffering .	True	True	If nothing stops the sound and electricity in the loop , it will travel faster and faster , which is why feedback starts out as a low hum and turns into a high squeal very quickly This is an example of a positive feedback loop : the output reinforces the input ; it makes the input stronger .	False	False	neutral
one helped him with the harvest	True	True	Saddam ever had any ties	False	True	neutral
Picasso had said that the painting should return to Spain until it was a democracy again .	True	True	Nobody really knows why they wanted to move .	False	False	neutral
In Europe this cheese is usually treated chemically , so it might change in consistency or color .	True	True	A cat is locked up in a steel chamber , along with the following device ( which must be secured against direct interference by the cat ) : in a Geiger counter , there is a tiny bit of radioactive substance , so small , that perhaps in the course of the hour one of the atoms decays , but also , with equal probability , perhaps none ; if it happens , the counter tube discharges and through a relay releases a hammer that shatters a small flask of hydrocyanic acid .	False	False	neutral
A list of the 50 most common words in English has words longer than six letters , and more than half have more than three letters .	True	True	Because the four color theorem is true , this is always possible ; however , because the person drawing the map is focused on the one large region , they fail to notice that the remaining regions can in fact be colored with three colors .	False	False	neutral
one worked in his stables or his house	True	True	Whedon said that nothing has changed in the future .	False	False	neutral
the British destroy his army	True	True	Aboriginal speakers of these languages usually fail to inflex English nouns into their plural forms so they make sense afterall does not it ?	False	False	neutral
he let the British destroy his army	True	True	A list of the 50 most common words in English has no words longer than six letters , and more than half have no more than three letters .	False	False	neutral
he let the British destroy his army	True	True	you want to do	False	True	neutral
they swallow the fish whole , without chewing	True	True	"Galileo had already established the principle of relativity , which said that physical events must look the same to all observers , and no observer has the ` ` right "" way to look at the things studied by physics ."	False	True	neutral
there is evidence Saddam had some ties	True	True	That has never been proven	False	True	neutral
it was a democracy again	True	True	physical events must look the same to all observers	False	True	neutral
Apparently the Greek playwrights used more than three actors .	True	True	His government was seen to be corrupt , and did nothing about an increasing rise in Arab nationalism which had brought Nasser to power in Egypt in 1952 .	False	False	neutral
people could see it	True	True	A glacier forms because the snow in an area does not all melt in summer .	False	False	neutral
This sequence ends	True	True	This is usually a collection of software tools that allow the construction of websites without manual code editing .	False	False	neutral
them to be married	True	True	The rules said that nobody can stand at football games , so the club had to have new seats .	False	False	neutral
Saddam had some ties	True	True	If the Speaker decides to stand for re-election he is automatically elected , without a contest .	False	False	neutral
he loved her	True	True	Picasso had said that the painting should never return to Spain until it was a democracy again .	False	False	neutral
there may be more medicines to treat them	True	True	None of the mocking was serious , though , and everyone usually had fun at the roasts .	False	False	neutral
A list of the 50 most common words in English has words longer than six letters , and more than half have more than three letters .	True	True	Applications that depend on libraries installed by IE will fail to function , or have unexpected behaviors .	False	False	neutral
All these elements are gases that have colour and smell .	True	True	Both parents go through the entire strip without names .	False	False	neutral
Because it is considered to belong to some country at the moment , the city has no embassies .	True	True	This sequence never ends : it starts with 2 , 4 , 6 , and so on , and you can always keep on naming even numbers .	False	False	neutral
He could tell her that he loved her	True	True	All these elements are gases that have no colour and no smell .	False	False	neutral
the Greek playwrights used more than three actors	True	True	They are different from earthquakes followed by a series of aftershocks by the fact that no single earthquake in the sequence is obviously the main shock , therefore none have notable higher magnitudes than the other .	False	False	neutral
Aher change is that some new letters were invented for sounds in Greek but in the Phoenician language .	True	True	Elizabeth was a woman	False	True	neutral
"` ` An harm ye none , do what ye will "" is the very basic Wiccan Rede , which means , ` ` "" Do what you want to do , but do harm anything in the process "" ."	True	True	it starts with 2 , 4 , 6 , and so on , and you can always keep on naming even numbers	False	True	neutral
It does matter to them , because they swallow the fish whole , without chewing	True	True	They are different from earthquakes followed by a series of aftershocks by the fact that no single earthquake in the sequence is obviously the main shock , therefore none have notable higher magnitudes than the other .	False	False	neutral
that have colour	True	True	Overall , Washington did not win many battles , but he never let the British destroy his army .	False	False	neutral
They are different from earthquakes followed by a series of aftershocks by the fact that single earthquake in the sequence is obviously the main shock , therefore ne have table higher magnitudes than the other .	True	True	Applications that depend on libraries installed by IE will fail to function , or have unexpected behaviors .	False	False	neutral
He was allowed to marry Natalia after years of engagement during which the Russian Orthodox Church did want them to be married .	True	True	After Bonham 's death , the band believed that nobody could take his place and decided not to continue .	False	False	neutral
Pluto taught many kids lessons such as sharing , to have jealousy , and many others .	True	True	Even though everyone tried to free Hera from the great trap , Hephaestus’ design was so clever that none could detach the ropes .	False	False	neutral
one is sure whether or not Mallory and Irvine made it to the summit before dying	True	True	is known	False	True	neutral
Archaeologists study every civilization that is kwn , especially the ones where there is written history .	True	True	people could not see it	False	True	neutral
it is considered to belong to some country at the moment	True	True	"On March 18 , 2003 , two days before the beginning of the 2003 invasion of Iraq , when her son George W. Bush was holding the office of the presidency , ABC 's "" Good Morning America "" asked her about her family 's television viewing habits ; she replied : I watch none ."	False	False	neutral
Corrosion can occur without oxygen	True	True	All these elements are gases that have no colour and no smell .	False	False	neutral
That has been proven	True	True	A list of the 50 most common words in English has no words longer than six letters	False	True	neutral
That has been proven	True	True	No one helped him with the harvest , no one worked in his stables or his house .	False	False	neutral
that have smell	True	True	Nudity in public places is rare	False	True	neutral
Britten ’s homosexuality which was something that was discussed in his lifetime may have something to do with this .	True	True	There were other classical composers who wrote Mazurkas , but none of them are as good as those of Chopin .	False	False	neutral
			A list of the 50 most common words in English has no words longer than six letters , and more than half have no more than three letters .	False	False	neutral
			But nobody knows where the word is from : some say the word comes from Chinese , others say the word comes from England .	False	False	neutral
			That has never been proven and there is no evidence Saddam ever had any ties .	False	False	neutral
			Corrosion can not occur without oxygen .	False	False	neutral
			Many philosophers have said that people in the world go back and forth between times of happiness and sadness , but there is nobody who is always happy or always sad .	False	False	neutral
			Because it is not considered to belong to any country at the moment , the city has no embassies .	False	False	neutral
			He was allowed to marry Natalia after years of engagement during which the Russian Orthodox Church did not want them to be married .	False	False	neutral
			""" An harm ye none , do what ye will "" is the very basic Wiccan Rede , which means , "" "" Do what you want to do , but do not harm anything in the process "" ."	False	False	neutral
			The rain forest is destroyed and nothing can be done with the land .	False	False	neutral
			it starts with 2 , 4 , 6 , and so on	False	True	neutral
			However , none of these constructed languages have as many speakers as Esperanto .	False	False	neutral
			"Finally , there are "" anarchists without adjectives "" who hold that because people will be free in an anarchy to pursue voluntarily any economic structures they want ( including communes , worker co-ops , and capitalist-owned firms ) ."	False	False	neutral
			the next climbers would reach the summit	False	True	neutral
			Afterwards , North Korea was friendly with China and Russia but never was formally allied with either and became more isolated over time .	False	False	neutral
			Overall , Washington did not win many battles , but he never let the British destroy his army .	False	False	neutral
			It does not matter to them , because they swallow the fish whole , without chewing .	False	False	neutral
			"no observer has the ` ` right "" way to look at the things studied by physics"	False	True	neutral
			Nobody notices that they are gone , so their families miss them just the next morning .	False	False	neutral
